country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Iceland,2013,male,55-74 years,6,29974,20.02,Iceland2013,0.899,"15,548,321,544",51749,Boomers
Iceland,2013,female,55-74 years,3,29831,10.06,Iceland2013,0.899,"15,548,321,544",51749,Boomers
Iceland,2014,male,55-74 years,8,31027,25.78,Iceland2014,0.899,"17,304,033,021",56833,Boomers
Iceland,2014,female,55-74 years,2,30942,6.46,Iceland2014,0.899,"17,304,033,021",56833,Boomers
Iceland,2015,female,55-74 years,6,32013,18.74,Iceland2015,,"16,942,247,374",54909,Boomers
Iceland,2015,male,55-74 years,5,32159,15.55,Iceland2015,,"16,942,247,374",54909,Boomers
Iceland,2016,male,55-74 years,10,33247,30.08,Iceland2016,,"20,304,098,101",64708,Boomers
Iceland,2016,female,55-74 years,2,32963,6.07,Iceland2016,,"20,304,098,101",64708,Boomers
Netherlands,2000,male,55-74 years,208,1354147,15.36,Netherlands2000,0.877,"412,807,259,996",27644,Silent
Netherlands,2000,female,55-74 years,146,1444755,10.11,Netherlands2000,0.877,"412,807,259,996",27644,Silent
Netherlands,2001,male,55-74 years,208,1397177,14.89,Netherlands2001,,"426,573,601,790",28366,Silent
Netherlands,2001,female,55-74 years,106,1478539,7.17,Netherlands2001,,"426,573,601,790",28366,Silent
Netherlands,2002,male,55-74 years,227,1454558,15.61,Netherlands2002,,"465,368,906,456",30757,Silent
Netherlands,2002,female,55-74 years,148,1527586,9.69,Netherlands2002,,"465,368,906,456",30757,Silent
Netherlands,2003,male,55-74 years,246,1504780,16.35,Netherlands2003,,"571,863,431,151",37614,Silent
Netherlands,2003,female,55-74 years,142,1570271,9.04,Netherlands2003,,"571,863,431,151",37614,Silent
Netherlands,2004,male,55-74 years,230,1548535,14.85,Netherlands2004,,"650,532,654,582",42614,Silent
Netherlands,2004,female,55-74 years,132,1606894,8.21,Netherlands2004,,"650,532,654,582",42614,Silent
Netherlands,2005,male,55-74 years,258,1587471,16.25,Netherlands2005,0.891,"678,533,764,457",44289,Silent
Netherlands,2005,female,55-74 years,134,1639946,8.17,Netherlands2005,0.891,"678,533,764,457",44289,Silent
Netherlands,2006,male,55-74 years,248,1623656,15.27,Netherlands2006,,"726,649,102,998",47281,Silent
Netherlands,2006,female,55-74 years,141,1670944,8.44,Netherlands2006,,"726,649,102,998",47281,Silent
Netherlands,2007,male,55-74 years,250,1660580,15.05,Netherlands2007,,"8,394",54418,Silent
Netherlands,2007,female,55-74 years,124,1703333,7.28,Netherlands2007,,"8,394",54418,Silent
Netherlands,2008,male,55-74 years,252,1698728,14.83,Netherlands2008,,"936,228,211,513",60375,Silent
Netherlands,2008,female,55-74 years,153,1737666,8.8,Netherlands2008,,"936,228,211,513",60375,Silent
Netherlands,2009,male,55-74 years,290,1737021,16.7,Netherlands2009,,"857,932,759,100",54988,Silent
Netherlands,2009,female,55-74 years,131,1773158,7.39,Netherlands2009,,"857,932,759,100",54988,Silent
Netherlands,2010,male,55-74 years,332,1774913,18.71,Netherlands2010,0.909,"836,389,937,229",53302,Silent
Netherlands,2010,female,55-74 years,143,1809756,7.9,Netherlands2010,0.909,"836,389,937,229",53302,Silent
Netherlands,2011,male,55-74 years,316,1813398,17.43,Netherlands2011,0.9,"893,757,287,202",56667,Boomers
Netherlands,2011,female,55-74 years,161,1847013,8.72,Netherlands2011,0.9,"893,757,287,202",56667,Boomers
Netherlands,2012,male,55-74 years,3,1852538,17.22,Netherlands2012,0.92,"828,946,812,397",52334,Boomers
Netherlands,2012,female,55-74 years,182,1885068,9.65,Netherlands2012,0.92,"828,946,812,397",52334,Boomers
Netherlands,2013,male,55-74 years,409,1890352,21.64,Netherlands2013,0.92,"866,680,000,367",54510,Boomers
Netherlands,2013,female,55-74 years,186,,9.67,Netherlands2013,0.92,"866,680,000,367",54510,Boomers
Netherlands,2014,male,55-74 years,391,1890352,20.68,Netherlands2014,0.922,"879,635,084,125",55325,Boomers
Netherlands,2014,female,55-74 years,,,10.24,Netherlands2014,0.922,"879,635,084,125",55325,Boomers
Netherlands,2015,male,55-74 years,418,,21.26,Netherlands2015,,"757,999,453,314",47206,Boomers
Netherlands,2015,female,55-74 years,220,,11.01,Netherlands2015,,"757,999,453,314",47206,Boomers
Netherlands,2016,male,55-74 years,436,2004642,21.75,Netherlands2016,,"777,227,541,581",48108,Boomers
Netherlands,2016,female,55-74 years,209,2037375,10.26,Netherlands2016,,"777,227,541,581",48108,Boomers
New Zealand,2000,male,55-74 years,57,287820,,New Zealand2000,0.874,"52,622,842,840",14725,Silent
New Zealand,2000,female,55-74 years,12,300560,3.99,New Zealand2000,0.874,"52,622,842,840",14725,Silent
New Zealand,2001,male,55-74 years,54,294430,18.34,New Zealand2001,,"53,872,425,917",14968,Silent
New Zealand,2001,female,55-74 years,17,307490,5.53,New Zealand2001,,"53,872,425,917",14968,Silent
New Zealand,2002,male,55-74 years,59,304480,,New Zealand2002,,"66,627,729,311",18208,Silent
New Zealand,2002,female,55-74 years,13,317610,4.09,New Zealand2002,,"66,627,729,311",18208,Silent
New Zealand,2003,male,55-74 years,58,314200,18.46,New Zealand2003,,"88,250,885,550",23663,Silent
New Zealand,2003,female,55-74 years,20,327420,6.11,New Zealand2003,,"88,250,885,550",23663,Silent
New Zealand,2004,male,55-74 years,58,325010,17.85,New Zealand2004,,"103,904,537,815",27325,Silent
New Zealand,2004,female,55-74 years,20,338890,5.9,New Zealand2004,,"103,904,537,815",27325,Silent
New Zealand,2005,male,55-74 years,58,335140,17.31,New Zealand2005,0.895,"114,718,721,397",29803,Silent
New Zealand,2005,female,55-74 years,22,349600,6.29,New Zealand2005,0.895,"114,718,721,397",29803,Silent
New Zealand,2006,male,55-74 years,69,344980,20,New Zealand2006,,"111,608,845,081",28628,Silent
New Zealand,2006,female,55-74 years,23,360390,6.38,New Zealand2006,,"111,608,845,081",28628,Silent
New Zealand,2007,male,55-74 years,52,354950,14.65,New Zealand2007,,"137,316,087,308",34892,Silent
New Zealand,2007,female,55-74 years,18,371080,4.85,New Zealand2007,,"137,316,087,308",34892,Silent
New Zealand,2008,male,55-74 years,69,365500,18.88,New Zealand2008,,"133,279,679,483",33585,Silent
New Zealand,2008,female,55-74 years,22,38,5.76,New Zealand2008,,"133,279,679,483",33585,Silent
New Zealand,2009,male,55-74 years,61,376390,16.21,New Zealand2009,,"121,338,622,025",30259,Silent
New Zealand,2009,female,55-74 years,23,393990,5.84,New Zealand2009,,"121,338,622,025",30259,Silent
New Zealand,2010,male,55-74 years,67,387900,17.27,New Zealand2010,0.905,"146,583,831,538",36145,Silent
New Zealand,2010,female,55-74 years,21,406770,5.16,New Zealand2010,0.905,"146,583,831,538",36145,Silent
New Zealand,2011,male,55-74 years,60,399890,15,New Zealand2011,0.907,"16,846",41184,Boomers
New Zealand,2011,female,55-74 years,,4,4.53,New Zealand2011,0.907,"16,846",41184,Boomers
New Zealand,2012,male,55-74 years,55,411660,13.36,New Zealand2012,0.909,176,42756,Boomers
New Zealand,2012,female,55-74 years,17,432800,3.93,New Zealand2012,0.909,176,42756,Boomers
New Zealand,2013,male,55-74 years,74,424590,17.43,New Zealand2013,0.911,,46,Boomers
New Zealand,2013,female,55-74 years,,447810,4.24,New Zealand2013,0.911,,46,Boomers
Norway,2000,male,55-74 years,77,365883,21.04,Norway2000,0.917,"171,315,639,983",41099,Silent
Norway,2000,female,55-74 years,29,390859,7.42,Norway2000,0.917,"171,315,639,983",41099,Silent
Norway,2001,male,55-74 years,90,376658,23.89,Norway2001,,"174,003,247,439",41281,Silent
Norway,2001,female,55-74 years,29,399140,7.27,Norway2001,,"174,003,247,439",41281,Silent
Norway,2002,male,55-74 years,85,388778,21.86,Norway2002,,,46049,Silent
Norway,2002,female,55-74 years,40,408933,9.78,Norway2002,,,46049,Silent
Norway,2003,male,55-74 years,79,400293,,Norway2003,,"228,752,436,372",53533,Silent
Norway,2003,female,55-74 years,30,418033,7.18,Norway2003,,"228,752,436,372",53533,Silent
Norway,2004,male,55-74 years,75,411352,18.23,Norway2004,,"264,357,494,659",61450,Silent
Norway,2004,female,55-74 years,41,426811,9.61,Norway2004,,"264,357,494,659",61450,Silent
Norway,2005,male,55-74 years,73,422027,17.3,Norway2005,0.931,"308,722,079,938",71215,Silent
Norway,2005,female,55-74 years,42,435604,9.64,Norway2005,0.931,"308,722,079,938",71215,Silent
Norway,2006,male,55-74 years,90,432581,20.81,Norway2006,,"345,424,664,369",79007,Silent
Norway,2006,female,55-74 years,35,443984,7.88,Norway2006,,"345,424,664,369",79007,Silent
Norway,2007,male,55-74 years,71,443643,16,Norway2007,,"401,082,621,083",90797,Silent
Norway,2007,female,55-74 years,39,452989,8.61,Norway2007,,"401,082,621,083",90797,Silent
Norway,2008,male,55-74 years,83,455657,18.22,Norway2008,,"462,554,432,624",103431,Silent
Norway,2008,female,55-74 years,35,463679,7.55,Norway2008,,"462,554,432,624",103431,Silent
Norway,2009,male,55-74 years,111,468346,23.7,Norway2009,,"386,622,457,580",85394,Silent
Norway,2009,female,55-74 years,39,475431,8.2,Norway2009,,"386,622,457,580",85394,Silent
Norway,2010,male,55-74 years,99,481582,20.56,Norway2010,0.94,"429,130,952,709",93638,Silent
Norway,2010,female,55-74 years,49,487412,10.05,Norway2010,0.94,"429,130,952,709",93638,Silent
Norway,2011,male,55-74 years,103,495066,20.81,Norway2011,0.941,"498,831,558,926",107430,Boomers
Norway,2011,female,55-74 years,39,499653,7.81,Norway2011,0.941,"498,831,558,926",107430,Boomers
Norway,2012,male,55-74 years,81,508097,15.94,Norway2012,0.942,"510,229,136,227",108408,Boomers
Norway,2012,female,55-74 years,33,511533,6.45,Norway2012,0.942,"510,229,136,227",108408,Boomers
Norway,2013,male,55-74 years,92,520439,17.68,Norway2013,0.942,"523,502,127,660",109804,Boomers
Norway,2013,female,55-74 years,52,522697,9.95,Norway2013,0.942,"523,502,127,660",109804,Boomers
Norway,2014,male,55-74 years,110,532578,20.65,Norway2014,0.944,"499,338,534,779",103443,Boomers
Norway,2014,female,55-74 years,51,533630,9.56,Norway2014,0.944,"499,338,534,779",103443,Boomers
Norway,2015,male,55-74 years,1,544268,21.86,Norway2015,,"386,663,139,403",79187,Boomers
Norway,2015,female,55-74 years,62,544131,11.39,Norway2015,,"386,663,139,403",79187,Boomers
Sweden,2000,male,55-74 years,221,852707,25.92,Sweden2000,0.897,"259,802,012,617",30896,Silent
Sweden,2000,female,55-74 years,100,901293,11.1,Sweden2000,0.897,"259,802,012,617",30896,Silent
Sweden,2001,male,55-74 years,228,876012,26.03,Sweden2001,,"239,917,320,967",28429,Silent
Sweden,2001,female,55-74 years,116,9,12.61,Sweden2001,,"239,917,320,967",28429,Silent
Sweden,2002,male,55-74 years,252,899721,28.01,Sweden2002,,"263,926,220,333",31175,Silent
Sweden,2002,female,55-74 years,102,939023,10.86,Sweden2002,,"263,926,220,333",31175,Silent
Sweden,2003,male,55-74 years,225,922446,24.39,Sweden2003,,"331,108,912,605",38997,Silent
Sweden,2003,female,55-74 years,92,957995,9.6,Sweden2003,,"331,108,912,605",38997,Silent
Sweden,2004,male,55-74 years,248,943682,26.28,Sweden2004,,"381,705,425,302",44831,Silent
Sweden,2004,female,55-74 years,107,975912,10.96,Sweden2004,,"381,705,425,302",44831,Silent
Sweden,2005,male,55-74 years,253,962782,26.28,Sweden2005,0.892,"389,042,298,377",45563,Silent
Sweden,2005,female,55-74 years,121,991544,12.2,Sweden2005,0.892,"389,042,298,377",45563,Silent
Sweden,2006,male,55-74 years,265,979423,27.06,Sweden2006,,"420,032,121,656",48977,Silent
Sweden,2006,female,55-74 years,94,1005125,9.35,Sweden2006,,"420,032,121,656",48977,Silent
Sweden,2007,male,55-74 years,224,995361,22.5,Sweden2007,,"487,816,328,342",56531,Silent
Sweden,2007,female,55-74 years,97,1018811,9.52,Sweden2007,,"487,816,328,342",56531,Silent
Sweden,2008,male,55-74 years,263,1012224,25.98,Sweden2008,,"513,965,650,650",59155,Silent
Sweden,2008,female,55-74 years,88,1033770,8.51,Sweden2008,,"513,965,650,650",59155,Silent
Sweden,2009,male,55-74 years,261,1029075,25.36,Sweden2009,,"429,657,033,108",49070,Silent
Sweden,2009,female,55-74 years,106,1048846,10.11,Sweden2009,,"429,657,033,108",49070,Silent
Sweden,2010,male,55-74 years,263,1044678,25.18,Sweden2010,0.901,"488,377,689,565",55352,Silent
Sweden,2010,female,55-74 years,105,1063334,9.87,Sweden2010,0.901,"488,377,689,565",55352,Silent
Sweden,2011,male,55-74 years,245,1059858,23.12,Sweden2011,0.903,"563,109,663,291",63380,Boomers
Sweden,2011,female,55-74 years,98,1077463,9.1,Sweden2011,0.903,"563,109,663,291",63380,Boomers
Sweden,2012,male,55-74 years,256,1074267,23.83,Sweden2012,0.904,"543,880,647,757",60776,Boomers
Sweden,2012,female,55-74 years,89,1090751,8.16,Sweden2012,0.904,"543,880,647,757",60776,Boomers
Sweden,2013,male,55-74 years,273,1086729,25.12,Sweden2013,0.905,"578,742,001,488",64133,Boomers
Sweden,2013,female,55-74 years,108,1102468,9.8,Sweden2013,0.905,"578,742,001,488",64133,Boomers
Sweden,2014,male,55-74 years,224,1097579,20.41,Sweden2014,0.907,"5,738,177",62956,Boomers
Sweden,2014,female,55-74 years,101,1112312,9.08,Sweden2014,0.907,"5,738,177",62956,Boomers
Sweden,2015,male,55-74 years,268,1097579,24.42,Sweden2015,,"497,918,109,302",54629,Boomers
Sweden,2015,female,55-74 years,102,1112312,9.17,Sweden2015,,"497,918,109,302",54629,Boomers
Sweden,2016,male,55-74 years,232,1106411,20.97,Sweden2016,,"514,459,972,806",55594,Boomers
Sweden,2016,female,55-74 years,104,1120938,9.28,Sweden2016,,"514,459,972,806",55594,Boomers
Switzerland,2000,male,55-74 years,239,649009,36.83,Switzerland2000,0.888,"272,055,499,941",39952,Silent
Switzerland,2000,female,55-74 years,128,723750,17.69,Switzerland2000,0.888,"272,055,499,941",39952,Silent
Switzerland,2001,male,55-74 years,263,664460,39.58,Switzerland2001,,"278,631,271,391",40582,Silent
Switzerland,2001,female,55-74 years,125,734955,17.01,Switzerland2001,,"278,631,271,391",40582,Silent
Switzerland,2002,male,55-74 years,268,686103,39.06,Switzerland2002,,"301,416,810,214",434,Silent
Switzerland,2002,female,55-74 years,147,751668,,Switzerland2002,,"301,416,810,214",434,Silent
Switzerland,2003,male,55-74 years,231,694078,33.28,Switzerland2003,,"352,914,820,747",50639,Silent
Switzerland,2003,female,55-74 years,137,757920,18.08,Switzerland2003,,"352,914,820,747",50639,Silent
Switzerland,2004,male,55-74 years,236,709636,33.26,Switzerland2004,,"394,163,688,621",56123,Silent
Switzerland,2004,female,55-74 years,146,769882,18.96,Switzerland2004,,"394,163,688,621",56123,Silent
Switzerland,2005,male,55-74 years,253,724348,34.93,Switzerland2005,0.904,"408,689,353,999",57790,Silent
Switzerland,2005,female,55-74 years,1,780995,15.24,Switzerland2005,0.904,"408,689,353,999",57790,Silent
Switzerland,2006,male,55-74 years,262,737861,35.51,Switzerland2006,,"430,921",60536,Silent
Switzerland,2006,female,55-74 years,149,791524,18.82,Switzerland2006,,"430,921",60536,Silent
Switzerland,2007,male,55-74 years,275,751082,36.61,Switzerland2007,,"479,913,034,322",66807,Silent
Switzerland,2007,female,55-74 years,138,802392,17.2,Switzerland2007,,"479,913,034,322",66807,Silent
Switzerland,2008,male,55-74 years,251,765611,32.78,Switzerland2008,,"554,363,487,120",76202,Silent
Switzerland,2008,female,55-74 years,160,814507,,Switzerland2008,,"554,363,487,120",76202,Silent
Switzerland,2009,male,55-74 years,242,780927,30.99,Switzerland2009,,"541,506,500,414",73529,Silent
Switzerland,2009,female,55-74 years,85,827353,10.27,Switzerland2009,,"541,506,500,414",73529,Silent
Switzerland,2010,male,55-74 years,220,796644,27.62,Switzerland2010,0.924,"583,782,977,866",78474,Silent
Switzerland,2010,female,55-74 years,96,840601,11.42,Switzerland2010,0.924,"583,782,977,866",78474,Silent
Switzerland,2011,male,55-74 years,221,810438,27.27,Switzerland2011,0.925,"699,579,638,638",93053,Boomers
Switzerland,2011,female,55-74 years,94,853485,11.01,Switzerland2011,0.925,"699,579,638,638",93053,Boomers
Switzerland,2012,male,55-74 years,238,829160,28.7,Switzerland2012,0.927,"668,043,614,123",87951,Boomers
Switzerland,2012,female,55-74 years,102,869527,11.73,Switzerland2012,0.927,"668,043,614,123",87951,Boomers
Switzerland,2013,male,55-74 years,253,848732,29.81,Switzerland2013,0.928,"688,504,173,431",89634,Boomers
Switzerland,2013,female,55-74 years,109,886881,12.29,Switzerland2013,0.928,"688,504,173,431",89634,Boomers
Switzerland,2014,male,55-74 years,249,871329,28.58,Switzerland2014,0.93,"709,182,559,935",90809,Boomers
Switzerland,2014,female,55-74 years,88,904916,9.72,Switzerland2014,0.93,"709,182,559,935",90809,Boomers
Switzerland,2015,male,55-74 years,264,891482,29.61,Switzerland2015,,"679,289,166,858",86068,Boomers
Switzerland,2015,female,55-74 years,82,922222,8.89,Switzerland2015,,"679,289,166,858",86068,Boomers
Australia,2000,male,75+ years,115,416077,27.64,Australia2000,0.898,"415,034,227,218",232,G.I. Generation
Australia,2000,female,75+ years,33,652895,5.05,Australia2000,0.898,"415,034,227,218",232,G.I. Generation
Australia,2001,male,75+ years,115,437528,26.28,Australia2001,,"378,215,090,694",20860,Silent
Australia,2001,female,75+ years,39,677113,5.76,Australia2001,,"378,215,090,694",20860,Silent
Australia,2002,male,75+ years,101,456942,22.1,Australia2002,,"394,486,709,920",21474,Silent
Australia,2002,female,75+ years,36,696793,5.17,Australia2002,,"394,486,709,920",21474,Silent
Australia,2003,male,75+ years,103,476387,21.62,Australia2003,,"466,294,700,058",25059,Silent
Australia,2003,female,75+ years,24,716236,3.35,Australia2003,,"466,294,700,058",25059,Silent
Australia,2004,male,75+ years,126,489016,25.77,Australia2004,,61,32454,Silent
Australia,2004,female,75+ years,40,726532,5.51,Australia2004,,61,32454,Silent
Australia,2006,male,75+ years,114,506926,22.49,Australia2006,,"745,521,862,833",39014,Silent
Australia,2006,female,75+ years,41,743060,5.52,Australia2006,,"745,521,862,833",39014,Silent
Australia,2007,male,75+ years,124,539184,23,Australia2007,,85,43171,Silent
Australia,2007,female,75+ years,33,770691,4.28,Australia2007,,85,43171,Silent
Australia,2008,male,75+ years,121,552931,21.88,Australia2008,,"1,052,584,601,611",52315,Silent
Australia,2008,female,75+ years,27,781742,3.45,Australia2008,,"1,052,584,601,611",52315,Silent
Australia,2009,male,75+ years,135,566784,23.82,Australia2009,,"926,448,240,318",45128,Silent
Australia,2009,female,75+ years,43,792218,5.43,Australia2009,,"926,448,240,318",45128,Silent
Australia,2010,male,75+ years,151,582009,25.94,Australia2010,0.927,"1,144,260,547,873",54887,Silent
Australia,2010,female,75+ years,43,805401,5.34,Australia2010,0.927,"1,144,260,547,873",54887,Silent
Australia,2011,male,75+ years,146,588053,24.83,Australia2011,0.93,"1,394,280,784,778",66770,Silent
Australia,2011,female,75+ years,45,817927,5.5,Australia2011,0.93,"1,394,280,784,778",66770,Silent
Australia,2012,male,75+ years,158,606842,26.04,Australia2012,0.932,"1,543,411,012,580",72669,Silent
Australia,2012,female,75+ years,52,832122,6.25,Australia2012,0.932,"1,543,411,012,580",72669,Silent
Australia,2013,male,75+ years,160,627275,25.51,Australia2013,0.933,"1,573,696,522,007",72856,Silent
Australia,2013,female,75+ years,48,847577,5.66,Australia2013,0.933,"1,573,696,522,007",72856,Silent
Australia,2014,male,75+ years,164,649925,25.23,Australia2014,0.935,"1,464,955,475,994",66809,Silent
Australia,2014,female,75+ years,45,865915,5.2,Australia2014,0.935,"1,464,955,475,994",66809,Silent
Australia,2015,male,75+ years,181,673787,26.86,Australia2015,,"1,349,034,029,453",60656,Silent
Australia,2015,female,75+ years,52,884347,5.88,Australia2015,,"1,349,034,029,453",60656,Silent
Canada,2000,male,75+ years,146,644375,22.66,Canada2000,0.867,"742,293,448,253",25589,G.I. Generation
Canada,2000,female,75+ years,30,1071636,2.8,Canada2000,0.867,"742,293,448,253",25589,G.I. Generation
Canada,2001,male,75+ years,131,665842,,Canada2001,,"736,379,777,893",25165,Silent
Canada,2001,female,75+ years,38,1096205,3.47,Canada2001,,"736,379,777,893",25165,Silent
Canada,2002,male,75+ years,164,691551,23.71,Canada2002,,"757,950,678,647",25570,Silent
Canada,2002,female,75+ years,30,1126677,2.66,Canada2002,,"757,950,678,647",25570,Silent
Canada,2003,male,75+ years,151,718916,21,Canada2003,,"892,380,986,368",29787,Silent
Canada,2003,female,75+ years,44,1156073,3.81,Canada2003,,"892,380,986,368",29787,Silent
Canada,2004,male,75+ years,154,744741,20.68,Canada2004,,"1,023",33787,Silent
Canada,2004,female,75+ years,44,1183549,3.72,Canada2004,,"1,023",33787,Silent
Canada,2005,male,75+ years,165,772032,21.37,Canada2005,0.892,"1,169,357,979,865",38218,Silent
Canada,2005,female,75+ years,58,1211769,4.79,Canada2005,0.892,"1,169,357,979,865",38218,Silent
Canada,2006,male,75+ years,188,806380,23.31,Canada2006,,"1,315,415",42566,Silent
Canada,2006,female,75+ years,46,1241475,3.71,Canada2006,,"1,315,415",42566,Silent
Canada,2007,male,75+ years,183,837259,21.86,Canada2007,,"1,464,977",46890,Silent
Canada,2007,female,75+ years,52,1269438,4.1,Canada2007,,"1,464,977",46890,Silent
Canada,2008,male,75+ years,,866435,22.16,Canada2008,,"1,549,131,208,997",49041,Silent
Canada,2008,female,75+ years,38,1296269,2.93,Canada2008,,"1,549,131,208,997",49041,Silent
Canada,2009,male,75+ years,182,893202,20.38,Canada2009,,"1,371,153,004,986",42933,Silent
Canada,2009,female,75+ years,46,1322098,3.48,Canada2009,,"1,371,153,004,986",42933,Silent
Canada,2010,male,75+ years,200,917671,21.79,Canada2010,0.903,"1,613,464,422,811",49974,Silent
Canada,2010,female,75+ years,49,1347679,3.64,Canada2010,0.903,"1,613,464,422,811",49974,Silent
Canada,2011,male,75+ years,184,943428,,Canada2011,0.909,"1,788,647,906,048",54841,Silent
Canada,2011,female,75+ years,55,1368680,4.02,Canada2011,0.909,"1,788,647,906,048",54841,Silent
Canada,2012,male,75+ years,180,967342,18.61,Canada2012,0.91,"1,824,288,757,448",55347,Silent
Canada,2012,female,75+ years,45,1389078,3.24,Canada2012,0.91,"1,824,288,757,448",55347,Silent
Canada,2013,male,75+ years,231,991048,23.31,Canada2013,0.912,"1,842,628,005,830",55310,Silent
Canada,2013,female,75+ years,65,1410630,4.61,Canada2013,0.912,"1,842,628,005,830",55310,Silent
Denmark,2000,male,75+ years,72,138454,52,Denmark2000,0.862,"164,158,800,460",32841,G.I. Generation
Denmark,2000,female,75+ years,42,239483,17.54,Denmark2000,0.862,"164,158,800,460",32841,G.I. Generation
Denmark,2001,male,75+ years,82,139637,58.72,Denmark2001,,"164,791,416,350",32837,Silent
Denmark,2001,female,75+ years,48,239716,20.02,Denmark2001,,"164,791,416,350",32837,Silent
Denmark,2002,male,75+ years,77,140549,54.79,Denmark2002,,"178,635,160,297",35435,Silent
Denmark,2002,female,75+ years,42,239014,17.57,Denmark2002,,"178,635,160,297",35435,Silent
Denmark,2003,male,75+ years,73,141062,51.75,Denmark2003,,"218,095,997,085",43129,Silent
Denmark,2003,female,75+ years,26,237848,10.93,Denmark2003,,"218,095,997,085",43129,Silent
Denmark,2004,male,75+ years,69,142305,48.49,Denmark2004,,"251,373,036,671",49552,Silent
Denmark,2004,female,75+ years,23,237260,9.69,Denmark2004,,"251,373,036,671",49552,Silent
Denmark,2005,male,75+ years,83,143327,57.91,Denmark2005,0.902,"264,467,308,109",5,Silent
Denmark,2005,female,75+ years,38,236734,16.05,Denmark2005,0.902,"264,467,308,109",5,Silent
Denmark,2006,male,75+ years,79,144928,54.51,Denmark2006,,"282,884,912,894",55354,Silent
Denmark,2006,female,75+ years,25,236472,10.57,Denmark2006,,"282,884,912,894",55354,Silent
Denmark,2007,male,75+ years,59,146309,40.33,Denmark2007,,3,62229,Silent
Denmark,2007,female,75+ years,33,235854,13.99,Denmark2007,,3,62229,Silent
Denmark,2008,male,75+ years,62,147834,41.94,Denmark2008,,"353,361,056,080",68447,Silent
Denmark,2008,female,75+ years,27,235396,11.47,Denmark2008,,"353,361,056,080",68447,Silent
Denmark,2009,male,75+ years,64,150153,42.62,Denmark2009,,"321,241,396,034",61863,Silent
Denmark,2009,female,75+ years,32,235213,13.6,Denmark2009,,"321,241,396,034",61863,Silent
Denmark,2010,male,75+ years,61,153231,39.81,Denmark2010,0.908,32,61711,Silent
Denmark,2010,female,75+ years,22,236409,9.31,Denmark2010,0.908,32,61711,Silent
Denmark,2011,male,75+ years,48,156856,30.6,Denmark2011,0.92,"344,003,209,696",65598,Silent
Denmark,2011,female,75+ years,22,237867,9.25,Denmark2011,0.92,"344,003,209,696",65598,Silent
Denmark,2012,male,75+ years,67,161259,41.55,Denmark2012,0.921,"327,148,899,962",62071,Silent
Denmark,2012,female,75+ years,,240759,7.89,Denmark2012,0.921,"327,148,899,962",62071,Silent
Denmark,2013,male,75+ years,62,166011,37.35,Denmark2013,0.923,"343,584,385,594",64831,Silent
Denmark,2013,female,75+ years,25,243880,10.25,Denmark2013,0.923,"343,584,385,594",64831,Silent
Denmark,2014,male,75+ years,61,172150,35.43,Denmark2014,0.923,"352,993,633,221",66114,Silent
Denmark,2014,female,75+ years,36,248889,14.46,Denmark2014,0.923,"352,993,633,221",66114,Silent
Denmark,2015,male,75+ years,57,178633,31.91,Denmark2015,,"301,298,464,861",55972,Silent
Denmark,2015,female,75+ years,32,253300,12.63,Denmark2015,,"301,298,464,861",55972,Silent
Finland,2000,male,75+ years,44,104437,42.13,Finland2000,0.857,"125,539,893,127",25716,G.I. Generation
Finland,2000,female,75+ years,17,231463,7.34,Finland2000,0.857,"125,539,893,127",25716,G.I. Generation
Finland,2001,male,75+ years,44,108828,40.43,Finland2001,,"129,250,111,857",26383,Silent
Finland,2001,female,75+ years,23,236217,9.74,Finland2001,,"129,250,111,857",26383,Silent
Finland,2002,male,75+ years,57,113353,50.29,Finland2002,,"139,552,983,249",28390,Silent
Finland,2002,female,75+ years,18,240441,7.49,Finland2002,,"139,552,983,249",28390,Silent
Finland,2003,male,75+ years,52,118318,43.95,Finland2003,,"171,071,106,095",34701,Silent
Finland,2003,female,75+ years,22,244738,8.99,Finland2003,,"171,071,106,095",34701,Silent
Finland,2004,male,75+ years,49,123863,39.56,Finland2004,,,39793,Silent
Finland,2004,female,75+ years,20,250445,7.99,Finland2004,,,39793,Silent
Finland,2005,male,75+ years,64,129632,49.37,Finland2005,0.869,"204,436,015,421",41202,Silent
Finland,2005,female,75+ years,20,257062,7.78,Finland2005,0.869,"204,436,015,421",41202,Silent
Finland,2006,male,75+ years,44,135396,32.5,Finland2006,,"216,552,502,823",43487,Silent
Finland,2006,female,75+ years,24,262936,9.13,Finland2006,,"216,552,502,823",43487,Silent
Finland,2007,male,75+ years,58,140553,41.27,Finland2007,,"255,384,615,385",51089,Silent
Finland,2007,female,75+ years,17,267590,6.35,Finland2007,,"255,384,615,385",51089,Silent
Finland,2008,male,75+ years,46,145022,31.72,Finland2008,,"283,742,493,042",56521,Silent
Finland,2008,female,75+ years,13,270887,4.8,Finland2008,,"283,742,493,042",56521,Silent
Finland,2009,male,75+ years,57,149329,38.17,Finland2009,,"251,499,027,508",49878,Silent
Finland,2009,female,75+ years,20,273822,7.3,Finland2009,,"251,499,027,508",49878,Silent
Finland,2010,male,75+ years,52,153947,33.78,Finland2010,0.878,"247,799,815,768",48939,Silent
Finland,2010,female,75+ years,23,277369,8.29,Finland2010,0.878,"247,799,815,768",48939,Silent
